YEAR,CostType,VALUE
2030,CAP,3375.234340702662
2031,CAP,3752.9102670730726
2032,CAP,3126.0215094966297
2033,CAP,1628.2867218140218
2034,CAP,1186.9715792937457
2035,CAP,787.5640564367613
2036,CAP,1399.1140619719204
2037,CAP,1401.9669130499917
2038,CAP,1674.527664073859
2039,CAP,1733.0812964555748
2040,CAP,1759.2626023007622
2041,CAP,2340.2456999306905
2042,CAP,2330.4814211017533
2043,CAP,2359.1282315844583
2044,CAP,2311.054814802649
2045,CAP,2523.836594090666
2046,CAP,2563.130754669979
2047,CAP,2570.2046864484123
2048,CAP,2542.209112070578
2049,CAP,3005.8452307596835
2050,CAP,3127.7189024343133
2051,CAP,2899.456541194404
2052,CAP,2158.5966051754554
2053,CAP,2033.0886072485903
2054,CAP,2504.129851561496
2055,CAP,3149.2540011281917
2026,CAP,2850.818771492366
2025,CAP,9346.063720378985
2027,CAP,410.3821948522159
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2024,CAP,1047.5034235933922
2029,CAP,3131.074460964995
2028,CAP,90.01278971321821
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7743941713669
2025,FIX,773.0281686671256
2026,FIX,834.0740419356079
2027,FIX,839.3051722385962
2028,FIX,836.6679145008125
2029,FIX,883.9280451061994
2030,FIX,930.1378692358118
2031,FIX,985.5288076169068
2032,FIX,1031.1735354967154
2033,FIX,1053.4647608725563
2034,FIX,1068.8152267320484
2035,FIX,1078.4325084594286
2036,FIX,1097.7102438943418
2037,FIX,1117.046919864107
2038,FIX,1140.6033301128703
2039,FIX,1164.7996766967244
2040,FIX,1189.6054520743548
2041,FIX,1233.0008307726569
2042,FIX,1276.8539011779444
2043,FIX,1320.7031292064148
2044,FIX,1363.3951532161145
2045,FIX,1407.3929419838387
2046,FIX,1339.800237902354
2047,FIX,1387.7464646009169
2048,FIX,1436.1873631140918
2049,FIX,1495.3156800800168
2050,FIX,1554.0237695657565
2051,FIX,1615.7660009817764
2052,FIX,1657.4440113989594
2053,FIX,1697.143690984764
2054,FIX,1736.8830666921197
2055,FIX,1595.7340361025406
