YEAR,CostType,VALUE
2029,CAP,3128.150010268162
2030,CAP,3371.385310445595
2031,CAP,3765.4469581137196
2032,CAP,3120.6924186662254
2033,CAP,1540.9042580722673
2034,CAP,1187.4495806305436
2035,CAP,734.2842032357494
2036,CAP,1407.8131962163504
2037,CAP,1406.9856593689026
2038,CAP,1676.1410109505289
2039,CAP,1732.7181825234095
2040,CAP,1765.1706853438805
2041,CAP,2342.8334515009346
2042,CAP,2332.2385893095443
2043,CAP,2354.909048179792
2044,CAP,2312.0912650209657
2045,CAP,2510.5965229601657
2046,CAP,2512.4483269418783
2047,CAP,2581.290379987305
2048,CAP,2692.9323039182154
2049,CAP,3007.924919330636
2050,CAP,3155.63117135467
2051,CAP,2908.797709565307
2052,CAP,2074.8002545617956
2053,CAP,2052.1505672810954
2054,CAP,2547.3220484070007
2055,CAP,3176.49306324058
2026,CAP,2849.6733890318505
2025,CAP,9428.383088427154
2027,CAP,407.6635477955365
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2024,CAP,1048.593604791247
2028,CAP,162.55062464411213
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7961977953239
2025,FIX,774.3510331924533
2026,FIX,835.3229619335933
2027,FIX,840.4581668343125
2028,FIX,838.9851479443125
2029,FIX,885.9515793493864
2030,FIX,931.9704576033834
2031,FIX,987.5929213807252
2032,FIX,1033.1134889328628
2033,FIX,1054.0363152978878
2034,FIX,1069.3894009970156
2035,FIX,1078.1792731227395
2036,FIX,1097.6310340359887
2037,FIX,1117.0680986166951
2038,FIX,1140.6567885980023
2039,FIX,1164.8458739488512
2040,FIX,1189.7698603801543
2041,FIX,1233.2169945116036
2042,FIX,1277.1051987076416
2043,FIX,1320.8699885207716
2044,FIX,1363.5827340789883
2045,FIX,1407.24662988965
2046,FIX,1338.4210474909873
2047,FIX,1386.6547264356661
2048,FIX,1438.7429795148557
2049,FIX,1497.8820915210135
2050,FIX,1556.2955610115148
2051,FIX,1618.2246606495385
2052,FIX,1657.8906761614517
2053,FIX,1697.7623235035524
2054,FIX,1737.5371812498922
2055,FIX,1596.932904817804
