YEAR,CostType,VALUE
2029,CAP,3277.3258126189953
2030,CAP,3374.8554556083345
2031,CAP,3765.6835153264046
2032,CAP,3121.835392487057
2033,CAP,1524.4892753484887
2034,CAP,1188.0406709487293
2035,CAP,632.5462675384252
2036,CAP,1406.9695187929892
2037,CAP,1395.3402382199217
2038,CAP,1669.1284100581395
2039,CAP,1733.296603138778
2040,CAP,1765.7911725500894
2041,CAP,2336.827238194601
2042,CAP,2327.3875635729473
2043,CAP,2350.3782973716607
2044,CAP,2308.886124764802
2045,CAP,2503.567037978375
2046,CAP,2524.221584047892
2047,CAP,2578.264278276682
2048,CAP,2662.369846678598
2049,CAP,3010.574545152921
2050,CAP,3149.8693454939885
2051,CAP,2902.029296038058
2052,CAP,2129.9446384021003
2053,CAP,2058.7667610172084
2054,CAP,2602.3526960291383
2055,CAP,4376.15827954569
2024,CAP,1048.5714886955031
2025,CAP,8948.991078647396
2021,CAP,1942.9663313632814
2023,CAP,407.55463387786233
2022,CAP,1720.9257560755877
2026,CAP,1173.15515268866
2027,CAP,233.78993883038007
2028,CAP,110.2156514897727
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9618272263343
2024,FIX,557.801817679842
2025,FIX,761.9155413042276
2026,FIX,778.1875474715125
2027,FIX,777.9927526652963
2028,FIX,775.7737789796504
2029,FIX,825.3694847811787
2030,FIX,871.5599835506232
2031,FIX,927.2701302097826
2032,FIX,972.8979875697237
2033,FIX,993.6501886907039
2034,FIX,1009.1015166491628
2035,FIX,1016.3967982463482
2036,FIX,1035.9309186341636
2037,FIX,1055.234287311503
2038,FIX,1078.7819266929314
2039,FIX,1103.0817754856666
2040,FIX,1128.1173591076679
2041,FIX,1171.543590857393
2042,FIX,1215.4339996402248
2043,FIX,1259.217326911406
2044,FIX,1301.9652004517063
2045,FIX,1345.5877411957956
2046,FIX,1277.1510986318917
2047,FIX,1325.4191691783278
2048,FIX,1376.9388382952675
2049,FIX,1436.2301651350833
2050,FIX,1494.8796729732996
2051,FIX,1556.6733809133545
2052,FIX,1596.5868630103857
2053,FIX,1636.5541901491915
2054,FIX,1676.5141532867967
2055,FIX,1579.8750543102963
