YEAR,CostType,VALUE
2029,CAP,3264.6502928905693
2030,CAP,3375.591564169292
2031,CAP,3763.1124460959986
2032,CAP,3122.2082963866824
2033,CAP,1562.3718798687632
2034,CAP,1187.7102376714793
2035,CAP,633.9425640886585
2036,CAP,1405.2209123542718
2037,CAP,1406.9051649875958
2038,CAP,1679.4726740290205
2039,CAP,1733.1933353827487
2040,CAP,1757.138639220239
2041,CAP,2338.1861657820464
2042,CAP,2329.259474350628
2043,CAP,2353.1666933324345
2044,CAP,2309.605684568957
2045,CAP,2505.724408969655
2046,CAP,2520.1747516038763
2047,CAP,2571.082583902804
2048,CAP,2686.9052148828277
2049,CAP,3003.850911784737
2050,CAP,3136.4961949482963
2051,CAP,2907.8487963850393
2052,CAP,2118.0522584845894
2053,CAP,2041.7200886752103
2054,CAP,2583.7916019716004
2055,CAP,4392.916713107779
2024,CAP,1048.2219011946138
2025,CAP,8933.44935754202
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2026,CAP,1171.1037820858728
2027,CAP,227.89892987734544
2028,CAP,100.32385637122633
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7896944029883
2025,FIX,761.6544064329038
2026,FIX,777.8945102312831
2027,FIX,777.6161174940838
2028,FIX,775.2597543980575
2029,FIX,824.6928157201303
2030,FIX,870.9294784157017
2031,FIX,926.5935013859748
2032,FIX,972.2336608458417
2033,FIX,993.5764716836201
2034,FIX,1009.0214428692805
2035,FIX,1016.3359872795423
2036,FIX,1035.8351250310081
2037,FIX,1055.3698131428591
2038,FIX,1079.1243840464867
2039,FIX,1103.422196048081
2040,FIX,1128.2847009765765
2041,FIX,1171.7380923591247
2042,FIX,1215.6659328177873
2043,FIX,1259.505031635887
2044,FIX,1302.2672801478568
2045,FIX,1345.9329618942595
2046,FIX,1277.4126976899406
2047,FIX,1325.4948911505282
2048,FIX,1377.5532322190254
2049,FIX,1436.7100712363372
2050,FIX,1495.2393745384127
2051,FIX,1557.149494429698
2052,FIX,1596.88682554436
2053,FIX,1636.6321784392464
2054,FIX,1676.3998307996483
2055,FIX,1580.0958931713355
