YEAR,CostType,VALUE
2029,CAP,3251.179053818822
2030,CAP,3377.2991711597224
2031,CAP,3764.843452155118
2032,CAP,3122.669618429386
2033,CAP,1352.7345383159977
2034,CAP,1187.7623421283934
2035,CAP,764.8722563545873
2036,CAP,1407.27908825447
2037,CAP,1400.8803831795376
2038,CAP,1672.750169188397
2039,CAP,1728.43422686033
2040,CAP,1761.7529397978722
2041,CAP,2340.040527653504
2042,CAP,2328.557926240037
2043,CAP,2356.8967201237874
2044,CAP,2312.886219877365
2045,CAP,2506.9603278247405
2046,CAP,2513.74260581554
2047,CAP,2570.843619925704
2048,CAP,2703.2857368288114
2049,CAP,3005.8486797829155
2050,CAP,3228.5317442259347
2051,CAP,2900.163460906346
2052,CAP,2066.113051036588
2053,CAP,2054.169779899512
2054,CAP,2585.7287853958032
2055,CAP,3774.574822184842
2024,CAP,1049.052272195237
2025,CAP,6885.958598598179
2021,CAP,1942.9663313632814
2023,CAP,407.55463387786233
2022,CAP,1720.9257560755877
2026,CAP,1170.1051385039789
2027,CAP,143.90857496615797
2028,CAP,121.01052564366873
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9618272263343
2024,FIX,557.8114333498366
2025,FIX,705.6919097049745
2026,FIX,721.9982203881104
2027,FIX,720.5479166839735
2028,FIX,718.6576977167607
2029,FIX,767.937701649083
2030,FIX,814.3353152218668
2031,FIX,870.1158787318724
2032,FIX,915.8480279437202
2033,FIX,934.0254449980222
2034,FIX,949.5793699101472
2035,FIX,959.0349593999904
2036,FIX,978.6666470311932
2037,FIX,998.172177456449
2038,FIX,1021.8836460190562
2039,FIX,1046.1776138257571
2040,FIX,1071.2237946694672
2041,FIX,1114.805652524807
2042,FIX,1158.8108360647595
2043,FIX,1202.8250503843947
2044,FIX,1245.7442931039984
2045,FIX,1289.5260669086367
2046,FIX,1220.9169722960287
2047,FIX,1269.0898693624333
2048,FIX,1321.620986214673
2049,FIX,1380.9091752458544
2050,FIX,1439.666586175418
2051,FIX,1501.4229545667547
2052,FIX,1541.1814251812375
2053,FIX,1580.9486902620565
2054,FIX,1620.7240909168006
2055,FIX,1563.511307638609
