YEAR,CostType,VALUE
2030,CAP,3373.4285102566696
2031,CAP,3766.344306394745
2032,CAP,3119.286340331385
2033,CAP,1547.124488512498
2034,CAP,1185.206942290044
2035,CAP,778.2388094933181
2036,CAP,1403.1035200885212
2037,CAP,1408.975987046012
2038,CAP,1673.5951451147926
2039,CAP,1727.6465700523008
2040,CAP,1777.190390541161
2041,CAP,2343.5268867678296
2042,CAP,2333.193487696586
2043,CAP,2356.3965501943267
2044,CAP,2314.057066785166
2045,CAP,2506.2066833992085
2046,CAP,2509.633909046451
2047,CAP,2613.9685032972584
2048,CAP,2659.02027112822
2049,CAP,3007.7936001206385
2050,CAP,3143.9090208120215
2052,CAP,2087.624552573826
2053,CAP,2057.8105647084594
2054,CAP,2533.495572425802
2055,CAP,3147.8121896691096
2026,CAP,2847.4580418763353
2025,CAP,9412.784347235376
2027,CAP,418.14011562599023
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2024,CAP,1048.593604791247
2029,CAP,3105.3292566970645
2028,CAP,126.37161340082682
2051,CAP,2908.1034532476333
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7961977953239
2025,FIX,774.1048878639635
2026,FIX,835.042222518942
2027,FIX,840.3422231258198
2028,FIX,838.2599658759168
2029,FIX,884.9502309528979
2030,FIX,931.0564868142817
2031,FIX,986.7047665238974
2032,FIX,1032.2043587965138
2033,FIX,1053.220165224848
2034,FIX,1068.5344983860632
2035,FIX,1077.9932264069776
2036,FIX,1097.350760888873
2037,FIX,1116.8276374168765
2038,FIX,1140.3653767505164
2039,FIX,1164.4529795365936
2040,FIX,1189.6174327187648
2041,FIX,1233.078428968983
2042,FIX,1276.9857211841681
2043,FIX,1320.7802545074906
2044,FIX,1363.532312389406
2045,FIX,1407.1084099627199
2046,FIX,1338.226537734486
2047,FIX,1387.2553037867058
2048,FIX,1438.5146966632105
2049,FIX,1497.6511856032016
2050,FIX,1555.9870157295238
2051,FIX,1617.90222869079
2052,FIX,1657.690763614237
2053,FIX,1697.751685251061
2054,FIX,1737.9011923902797
2055,FIX,1596.7233126325011
