YEAR,CostType,VALUE
2030,CAP,3375.140465204174
2031,CAP,3754.144055058528
2032,CAP,3125.820913030978
2033,CAP,1619.3839627744903
2034,CAP,1186.9782856990055
2035,CAP,787.5640564367611
2036,CAP,1399.2838510514105
2037,CAP,1403.011483844899
2038,CAP,1674.3471824566586
2039,CAP,1733.1472822989367
2040,CAP,1759.036480574595
2041,CAP,2340.209133286126
2042,CAP,2330.5402932273437
2043,CAP,2358.6697487541333
2044,CAP,2311.1136869282363
2045,CAP,2520.6459062112876
2046,CAP,2563.3382566745154
2047,CAP,2569.401216760911
2048,CAP,2540.442742341452
2049,CAP,3005.006639420705
2050,CAP,3121.979988498664
2051,CAP,2898.4808503131517
2052,CAP,2160.7780313172366
2053,CAP,2034.3830253298015
2054,CAP,2501.71610784056
2055,CAP,3146.3563284770366
2026,CAP,2850.818771492366
2025,CAP,9349.567350144773
2027,CAP,409.73082346694855
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2024,CAP,1047.1904292714314
2029,CAP,3131.4118323648954
2028,CAP,96.88140380127692
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7681342849277
2025,FIX,773.079129591626
2026,FIX,834.1231038969901
2027,FIX,839.3423466378844
2028,FIX,836.8079388163671
2029,FIX,884.0653097432436
2030,FIX,930.2662328967604
2031,FIX,985.6806636102327
2032,FIX,1031.3202976331927
2033,FIX,1053.4728960489917
2034,FIX,1068.823496036589
2035,FIX,1078.440777763969
2036,FIX,1097.7219101003905
2037,FIX,1117.0794796943424
2038,FIX,1140.6322790148324
2039,FIX,1164.8299453155541
2040,FIX,1189.631199556671
2041,FIX,1233.0258467081676
2042,FIX,1276.880094555967
2043,FIX,1320.720152627629
2044,FIX,1363.4133540798398
2045,FIX,1407.347305756865
2046,FIX,1339.7673388720045
2047,FIX,1387.6968061918733
2048,FIX,1436.097898051494
2049,FIX,1495.2090669864544
2050,FIX,1553.7713472913892
2051,FIX,1615.4940578839419
2052,FIX,1657.2188769286072
2053,FIX,1696.8618065815676
2054,FIX,1736.5454115949103
2055,FIX,1595.3384067458858
