YEAR,CostType,VALUE
2029,CAP,3258.2248877471575
2030,CAP,3374.330817819495
2031,CAP,3763.382793103663
2032,CAP,3122.8754759833264
2033,CAP,1552.6172524226824
2034,CAP,1188.0326004091444
2035,CAP,633.918441865921
2036,CAP,1405.8100944411729
2037,CAP,1398.2508259593994
2038,CAP,1675.0440179855068
2039,CAP,1737.2665861394876
2040,CAP,1766.8510865516585
2041,CAP,2335.332345610513
2042,CAP,2324.914353035939
2043,CAP,2354.2890267472594
2044,CAP,2303.742003010158
2045,CAP,2497.215177232851
2046,CAP,2506.863950285227
2047,CAP,2577.6933936841165
2048,CAP,2381.2490068506945
2049,CAP,3007.4322157586193
2050,CAP,3142.3270154554857
2051,CAP,2897.6826200626547
2052,CAP,2416.7821710753133
2053,CAP,2053.010222022359
2054,CAP,2581.6959597667665
2055,CAP,4353.34236619115
2024,CAP,1048.571488695504
2025,CAP,8920.409344046899
2021,CAP,1942.9663313632814
2023,CAP,407.55463387786233
2022,CAP,1720.9257560755877
2026,CAP,1171.6478012173056
2027,CAP,249.71334307635937
2028,CAP,110.0664854107942
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9618272263343
2024,FIX,557.8018176798421
2025,FIX,761.457944823013
2026,FIX,777.7166480609947
2027,FIX,777.7756284001115
2028,FIX,775.558731831829
2029,FIX,824.8950434766906
2030,FIX,871.0981508013224
2031,FIX,926.7661764603702
2032,FIX,972.4183976348725
2033,FIX,993.6100059579325
2034,FIX,1009.0613469627502
2035,FIX,1016.3780721005153
2036,FIX,1035.888995734124
2037,FIX,1055.2505970654108
2038,FIX,1078.9165911976638
2039,FIX,1103.295868214393
2040,FIX,1128.3526539080071
2041,FIX,1171.7489879915365
2042,FIX,1215.5899341487868
2043,FIX,1259.4515199701218
2044,FIX,1302.0964983743083
2045,FIX,1345.5919773790276
2046,FIX,1276.7539336120024
2047,FIX,1325.0149051430533
2048,FIX,1369.759893845241
2049,FIX,1429.088133300304
2050,FIX,1487.955988653701
2051,FIX,1549.6627416470858
2052,FIX,1596.277059734004
2053,FIX,1636.1310370586602
2054,FIX,1675.9774917469988
2055,FIX,1578.882061160278
