YEAR,CostType,VALUE
2029,CAP,3216.784129047257
2030,CAP,3374.7631930930033
2031,CAP,3767.487912514417
2032,CAP,3122.518974753338
2033,CAP,1543.50590341536
2034,CAP,1188.5139185776743
2035,CAP,638.1716421363939
2036,CAP,1406.8630158477142
2037,CAP,1400.7144066388946
2038,CAP,1670.0210003532704
2039,CAP,1728.9462723183865
2040,CAP,1767.1493286270656
2041,CAP,2342.9019988449086
2042,CAP,2332.6048423575594
2043,CAP,2354.305305773689
2044,CAP,2313.489940049411
2045,CAP,2509.6233535015567
2046,CAP,2511.2026612004447
2047,CAP,2583.463926045463
2048,CAP,2691.2997698672734
2049,CAP,3007.1880152733347
2050,CAP,3116.3437334457367
2051,CAP,2911.088436228424
2052,CAP,2129.9309535602924
2053,CAP,2077.8441353677194
2054,CAP,2581.316674581073
2055,CAP,3189.491732247673
2026,CAP,2850.541123666102
2025,CAP,9346.555663781686
2027,CAP,490.6704899844078
2021,CAP,1942.9663313632814
2023,CAP,408.47702589794415
2022,CAP,1720.9257560755877
2024,CAP,1048.9036091214623
2028,CAP,178.5642646287596
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9802750667359
2024,FIX,557.8259772491658
2025,FIX,773.0895906129786
2026,FIX,834.1067145724707
2027,FIX,840.5518633861526
2028,FIX,839.2813574798383
2029,FIX,887.6854944837971
2030,FIX,933.6960052828932
2031,FIX,989.3464552548146
2032,FIX,1034.8918876567564
2033,FIX,1055.8415515582715
2034,FIX,1071.20392110553
2035,FIX,1078.484633706108
2036,FIX,1097.9173894518663
2037,FIX,1117.2290017298994
2038,FIX,1140.6952534157012
2039,FIX,1164.808863770871
2040,FIX,1189.772424544337
2041,FIX,1233.2209241976182
2042,FIX,1277.1164459120246
2043,FIX,1320.8691588922143
2044,FIX,1363.6098774031502
2045,FIX,1407.2543131449586
2046,FIX,1338.4038208165175
2047,FIX,1386.6911878528624
2048,FIX,1438.7359298610015
2049,FIX,1497.8603122379395
2050,FIX,1556.310729805798
2051,FIX,1618.2296108930752
2052,FIX,1658.0197065551458
2053,FIX,1697.999611269093
2054,FIX,1737.8475932357521
2055,FIX,1597.5033118360495
