YEAR,CostType,VALUE
2029,CAP,2668.3742620906587
2030,CAP,3369.431992997552
2031,CAP,3755.9545373926194
2032,CAP,3126.823157307234
2033,CAP,1311.6103816808568
2034,CAP,1187.0202537085058
2035,CAP,711.7548818980886
2036,CAP,1402.6704584955532
2037,CAP,1422.056841857498
2038,CAP,1672.8095907410661
2039,CAP,1725.9678741207226
2040,CAP,1768.4015006010213
2041,CAP,2340.926222965843
2042,CAP,2328.5185366077485
2043,CAP,2361.720116394985
2044,CAP,2313.6163713123688
2045,CAP,2506.5593848596186
2046,CAP,2514.9034130382115
2047,CAP,2562.6177755218796
2048,CAP,2709.001035022622
2049,CAP,3008.1290299602697
2050,CAP,3232.7773062940005
2053,CAP,2004.00021488036
2054,CAP,2536.3070199494905
2055,CAP,3153.7127137423968
2024,CAP,1050.5841204890937
2025,CAP,4734.704620889934
2021,CAP,1942.9663313632814
2023,CAP,408.47702589794415
2022,CAP,1720.9257560755877
2026,CAP,1369.1289842269025
2028,CAP,527.9055996389587
2051,CAP,3021.672204796062
2052,CAP,2125.8348510716633
2027,CAP,227.69328563205744
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9802750667359
2024,FIX,557.8605181561154
2025,FIX,648.4885337549091
2026,FIX,667.9884943578204
2027,FIX,667.8048756117914
2028,FIX,673.1786582053547
2029,FIX,712.6300519296155
2030,FIX,758.9754583129028
2031,FIX,814.6555544864622
2032,FIX,860.5493360526244
2033,FIX,878.1610925316159
2034,FIX,893.7834717450571
2035,FIX,902.4990455024621
2036,FIX,922.128576571284
2037,FIX,942.1478313561227
2038,FIX,965.9505437973772
2039,FIX,990.2852392235839
2040,FIX,1015.5545307344295
2041,FIX,1059.2441664503492
2042,FIX,1103.3386254378618
2043,FIX,1147.5484081921186
2044,FIX,1190.5723178575474
2045,FIX,1234.43613632134
2046,FIX,1165.940321441877
2047,FIX,1214.0199451423239
2048,FIX,1266.775434807287
2049,FIX,1326.1992946500693
2050,FIX,1384.8640405016288
2051,FIX,1446.7285584401627
2052,FIX,1486.627272318947
2053,FIX,1526.5837898948837
2054,FIX,1566.613804127862
2055,FIX,1547.6482588596598
