YEAR,CostType,VALUE
2030,CAP,3376.7144522039403
2031,CAP,3749.9135162641523
2032,CAP,3126.4724507929427
2033,CAP,1472.3263274545134
2034,CAP,1187.1396195145649
2035,CAP,787.6569908342628
2036,CAP,1401.5193790189276
2037,CAP,1418.2926106748314
2038,CAP,1680.498032658854
2039,CAP,1732.8730061590995
2040,CAP,1758.018717987114
2041,CAP,2335.0329089698707
2042,CAP,2326.1275773356156
2043,CAP,2355.763829292535
2044,CAP,2308.8646594403363
2045,CAP,2504.852529928293
2046,CAP,2507.158116179765
2047,CAP,2544.590660806958
2048,CAP,2638.0639436899637
2049,CAP,3006.2011280440433
2050,CAP,3236.963381544884
2051,CAP,2947.3169394710594
2052,CAP,2160.0103517477496
2053,CAP,2043.03117177437
2054,CAP,2432.6874622205046
2055,CAP,3146.411264952827
2024,CAP,1047.3390923452066
2025,CAP,4597.189651963571
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2026,CAP,1243.1948178718078
2029,CAP,3026.786996678229
2027,CAP,157.17297150385713
2028,CAP,101.14169494886015
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7720382260002
2025,FIX,644.8692947065274
2026,FIX,662.433965195506
2027,FIX,661.2908383538074
2028,FIX,659.187054400963
2029,FIX,705.2629691137845
2030,FIX,751.9523130943417
2031,FIX,807.5485647146019
2032,FIX,853.4694633848567
2033,FIX,873.6116378427854
2034,FIX,889.2513652014126
2035,FIX,899.156406576297
2036,FIX,918.7681651333667
2037,FIX,938.7173712446353
2038,FIX,962.6791327567659
2039,FIX,987.157211955301
2040,FIX,1012.224000590522
2041,FIX,1055.8009905744868
2042,FIX,1099.8528529082814
2043,FIX,1143.9492650260963
2044,FIX,1186.8833782234005
2045,FIX,1230.7182976878842
2046,FIX,1162.0728146425292
2047,FIX,1209.717386319197
2048,FIX,1260.7800762540758
2049,FIX,1320.200675518701
2050,FIX,1379.0795929782485
2051,FIX,1440.8281393990057
2052,FIX,1482.6209155124677
2053,FIX,1522.3492373134955
2054,FIX,1562.0161850172797
2055,FIX,1546.0963511732868
