YEAR,CostType,VALUE
2029,CAP,3322.6644809138825
2030,CAP,3374.3701366385358
2031,CAP,3765.2894089388205
2032,CAP,3097.9291354039665
2033,CAP,1471.6879867438115
2034,CAP,1188.2925083520377
2035,CAP,613.2359788386533
2036,CAP,1406.4599615523327
2037,CAP,1398.8744008377598
2038,CAP,1676.849449677191
2039,CAP,1738.2897229370342
2040,CAP,1768.314340633638
2041,CAP,2334.7534285920588
2042,CAP,2324.812643585912
2043,CAP,2354.0885978927663
2044,CAP,2305.3918133156376
2045,CAP,2496.5732565192525
2046,CAP,2508.0233179232187
2047,CAP,2552.8994766082146
2048,CAP,2413.7443042101027
2049,CAP,3011.3382239423854
2050,CAP,3170.463726568466
2051,CAP,2897.9297736478043
2052,CAP,2412.574779843078
2053,CAP,2080.9926172978335
2054,CAP,2611.8802483977406
2055,CAP,3751.128527174447
2024,CAP,1048.5714886955034
2025,CAP,6751.4021694828625
2021,CAP,1942.9663313632814
2023,CAP,407.55463387786233
2022,CAP,1720.9257560755877
2026,CAP,1172.449156294486
2028,CAP,131.404743566542
2027,CAP,259.9967948063635
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9618272263343
2024,FIX,557.801817679842
2025,FIX,703.5570557399711
2026,FIX,719.9938771737015
2027,FIX,720.3551432887923
2028,FIX,718.6185600736003
2029,FIX,769.0685908220967
2030,FIX,815.3546349314597
2031,FIX,871.1351518780466
2032,FIX,916.4832849427472
2033,FIX,936.5006857122141
2034,FIX,952.0459472987869
2035,FIX,959.1314315938771
2036,FIX,978.7467248830349
2037,FIX,998.2121711373757
2038,FIX,1022.0056414170903
2039,FIX,1046.4967506812063
2040,FIX,1071.674178899372
2041,FIX,1115.1503001660822
2042,FIX,1159.0805816457682
2043,FIX,1203.0386653525934
2044,FIX,1245.808023517297
2045,FIX,1289.3820328901165
2046,FIX,1220.6585524678426
2047,FIX,1268.4121994525776
2048,FIX,1314.0198736296418
2049,FIX,1373.5166389701812
2050,FIX,1432.5573725583347
2051,FIX,1494.2690686234223
2052,FIX,1540.6491275632607
2053,FIX,1580.8346295412246
2054,FIX,1620.5099806199016
2055,FIX,1562.8282616167292
