YEAR,CostType,VALUE
2029,CAP,3280.17743189048
2030,CAP,3371.1835226992985
2031,CAP,3766.6688635296528
2032,CAP,3120.4149721503945
2033,CAP,1456.2002903049429
2034,CAP,1187.5991914869248
2035,CAP,619.6849635142216
2036,CAP,1407.7104573416382
2037,CAP,1400.3767797573628
2038,CAP,1673.0142028330754
2039,CAP,1730.4239012430985
2040,CAP,1772.1541591463008
2041,CAP,2341.8458807499833
2042,CAP,2331.7167043760037
2043,CAP,2353.714616911498
2044,CAP,2312.6194819959082
2045,CAP,2508.6493253385447
2046,CAP,2510.4891359033127
2047,CAP,2609.6472564718065
2048,CAP,2660.3380917116215
2049,CAP,3004.4853065749376
2050,CAP,3153.357517264649
2051,CAP,2930.684154567609
2053,CAP,2069.9909711415994
2054,CAP,2599.622954455246
2055,CAP,4386.53938528405
2024,CAP,1049.0522721952364
2025,CAP,8981.441150998222
2021,CAP,1942.9663313632814
2023,CAP,408.47702589794415
2022,CAP,1720.9257560755877
2026,CAP,1206.1260737540101
2052,CAP,2112.2653825023062
2027,CAP,223.57855370767106
2028,CAP,141.502921911159
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9802750667359
2024,FIX,557.8298811902382
2025,FIX,762.4602357199064
2026,FIX,779.1807524645825
2027,FIX,778.7941435030715
2028,FIX,777.0180002065271
2029,FIX,826.6173706369226
2030,FIX,872.6742664429574
2031,FIX,928.3939416475685
2032,FIX,973.984134209437
2033,FIX,993.6581820869666
2034,FIX,1009.0993273471937
2035,FIX,1016.1830193151644
2036,FIX,1035.7319471059616
2037,FIX,1055.1360238566836
2038,FIX,1078.761390638401
2039,FIX,1103.0037683170526
2040,FIX,1128.1666982223417
2041,FIX,1171.6932961391242
2042,FIX,1215.6702780975872
2043,FIX,1259.5203234185005
2044,FIX,1302.3428559415104
2045,FIX,1346.067033808846
2046,FIX,1277.3014936356537
2047,FIX,1326.3236273311354
2048,FIX,1377.7292606802155
2049,FIX,1436.8987969500713
2050,FIX,1495.302642445575
2051,FIX,1557.2064417591575
2052,FIX,1596.915601117421
2053,FIX,1636.746792492379
2054,FIX,1676.6724167611299
2055,FIX,1580.2409283652457
