YEAR,CostType,VALUE
2029,CAP,3322.851214289807
2030,CAP,3371.9867261779
2031,CAP,3766.369631665699
2032,CAP,3120.4291135372378
2033,CAP,1491.7267791623494
2034,CAP,1188.0441535407401
2035,CAP,571.4372254416222
2036,CAP,1407.5749587797789
2037,CAP,1405.727494120579
2038,CAP,1675.5260623915322
2039,CAP,1734.061690786342
2040,CAP,1766.0538094486033
2041,CAP,2341.223363157935
2042,CAP,2329.562577307202
2043,CAP,2351.6262508674367
2044,CAP,2310.5029662133625
2045,CAP,2508.020588113336
2046,CAP,2511.1599673913797
2047,CAP,2571.1987155459633
2048,CAP,2699.3624294877845
2049,CAP,3004.431483344939
2050,CAP,3144.431446407394
2051,CAP,2915.0065362857313
2052,CAP,2125.5342170061513
2053,CAP,2065.764805638424
2054,CAP,2612.396454037927
2055,CAP,4393.357322920938
2024,CAP,1049.0522721952373
2025,CAP,8950.941563709328
2021,CAP,1942.9663313632814
2023,CAP,408.47702589794415
2022,CAP,1720.9257560755877
2026,CAP,1177.7092491390988
2027,CAP,248.8009816743886
2028,CAP,148.40741527824022
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9802750667359
2024,FIX,557.8298811902382
2025,FIX,761.9760836638915
2026,FIX,778.2884865510912
2027,FIX,778.3212199436109
2028,FIX,776.6724391157171
2029,FIX,826.9484898248887
2030,FIX,873.0070682111707
2031,FIX,928.7183203624164
2032,FIX,974.306580873683
2033,FIX,994.5362138862854
2034,FIX,1009.9800038900428
2035,FIX,1016.3144106173553
2036,FIX,1035.8606337365702
2037,FIX,1055.371759383916
2038,FIX,1079.0473813322849
2039,FIX,1103.3625611253533
2040,FIX,1128.4034328086248
2041,FIX,1171.9175954102423
2042,FIX,1215.8514979405966
2043,FIX,1259.6597804034873
2044,FIX,1302.4399808778296
2045,FIX,1346.1515856445128
2046,FIX,1277.399463772529
2047,FIX,1325.4873903456541
2048,FIX,1377.849366120251
2049,FIX,1437.0178227048414
2050,FIX,1495.542962576408
2051,FIX,1557.476009748051
2052,FIX,1597.1431144841883
2053,FIX,1636.8119196004109
2054,FIX,1676.5037634250714
2055,FIX,1580.2086210193313
