YEAR,CostType,VALUE
2029,CAP,3269.9394129194948
2030,CAP,3375.4551556310153
2031,CAP,3765.3197494821543
2032,CAP,3122.0539079436276
2033,CAP,1545.0419351264552
2034,CAP,1188.292295704439
2035,CAP,628.4994949505192
2036,CAP,1406.7300557294745
2037,CAP,1405.4321421001684
2038,CAP,1678.7967062559514
2039,CAP,1734.1705444573674
2040,CAP,1762.481511073371
2041,CAP,2341.92543897543
2042,CAP,2331.3811573226603
2043,CAP,2359.453675576575
2044,CAP,2311.3952704932444
2045,CAP,2505.799906494837
2046,CAP,2504.8584286245828
2047,CAP,2562.552385453728
2048,CAP,2705.2639835813548
2049,CAP,3002.800445830707
2050,CAP,3144.1779504617243
2051,CAP,2899.1326250291568
2052,CAP,2120.423087324447
2053,CAP,2042.857364809397
2054,CAP,2582.028576542562
2055,CAP,4374.298357050469
2024,CAP,1048.5677940751934
2025,CAP,8930.355428073184
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2026,CAP,1172.864742369154
2027,CAP,243.17620532953038
2028,CAP,108.84204026518968
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7966122605998
2025,FIX,761.6114664720811
2026,FIX,777.8885766732959
2027,FIX,777.8438005456161
2028,FIX,775.6074161648706
2029,FIX,825.1123559123541
2030,FIX,871.3276130068564
2031,FIX,927.0326330890135
2032,FIX,972.6668292916421
2033,FIX,993.7407604337378
2034,FIX,1009.1966518433555
2035,FIX,1016.4271293905591
2036,FIX,1035.9564566713864
2037,FIX,1055.4616854342592
2038,FIX,1079.2027266168323
2039,FIX,1103.520082799919
2040,FIX,1128.4894800586571
2041,FIX,1172.017677222126
2042,FIX,1215.9879594651115
2043,FIX,1259.9528382630328
2044,FIX,1302.7508960598525
2045,FIX,1346.4180844094394
2046,FIX,1277.539911328578
2047,FIX,1325.4264791806263
2048,FIX,1377.936748068228
2049,FIX,1437.0725806562402
2050,FIX,1495.784235769841
2051,FIX,1557.5199804448246
2052,FIX,1597.1233804191377
2053,FIX,1636.789018664939
2054,FIX,1676.475515809196
2055,FIX,1579.7991940860468
