YEAR,CostType,VALUE
2030,CAP,3374.794808551676
2031,CAP,3748.9720459980103
2032,CAP,3126.1651799749225
2033,CAP,1425.5046777482933
2034,CAP,1187.4495619122113
2035,CAP,784.6614188995985
2036,CAP,1402.694003346201
2037,CAP,1417.0195955275117
2038,CAP,1677.4412977767881
2039,CAP,1728.9324159277107
2040,CAP,1760.1762275611675
2041,CAP,2338.8532549074653
2042,CAP,2330.30291880607
2043,CAP,2358.6789374627033
2044,CAP,2310.353607190965
2045,CAP,2507.371680172582
2046,CAP,2513.176793354435
2047,CAP,2579.7935126984735
2048,CAP,2694.7587883603014
2049,CAP,3006.863073342469
2050,CAP,3253.878099698796
2051,CAP,2963.0732142279066
2052,CAP,2068.7169261529652
2054,CAP,2442.789786515532
2055,CAP,3166.2985357830003
2024,CAP,1048.742267865022
2025,CAP,4639.823141258044
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2026,CAP,1263.2645531967548
2029,CAP,2982.621580435142
2028,CAP,148.5212288097344
2053,CAP,2035.1021670052562
2027,CAP,152.86892838851213
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.8001017363964
2025,FIX,645.5721830943658
2026,FIX,663.4139900710894
2027,FIX,662.1668309112216
2028,FIX,660.8782534771308
2029,FIX,706.1246343791192
2030,FIX,752.7359685569683
2031,FIX,808.3066866841258
2032,FIX,854.2153397327505
2033,FIX,873.627548888173
2034,FIX,889.2730443996645
2035,FIX,899.1326976572395
2036,FIX,918.7679452994743
2037,FIX,938.6916702570186
2038,FIX,962.5922850244976
2039,FIX,986.991539064083
2040,FIX,1012.1015123545351
2041,FIX,1055.7549196163397
2042,FIX,1099.8903055985945
2043,FIX,1144.0450192217309
2044,FIX,1187.0089082537895
2045,FIX,1230.8942073840203
2046,FIX,1162.3690944836464
2047,FIX,1210.8519819023982
2048,FIX,1263.26986847621
2049,FIX,1322.6736428795448
2050,FIX,1381.4377769944595
2051,FIX,1443.2643279377778
2052,FIX,1482.9369936494786
2053,FIX,1522.6425152947063
2054,FIX,1562.3412811256278
2055,FIX,1546.819179278684
