YEAR,CostType,VALUE
2029,CAP,3154.2150871596386
2030,CAP,3373.3387904158644
2031,CAP,3765.4114053233748
2032,CAP,3120.9597368010905
2033,CAP,1496.0641781933814
2034,CAP,1186.3462264901923
2035,CAP,743.0089809194808
2036,CAP,1407.031955479169
2037,CAP,1406.2919670244798
2038,CAP,1668.3757038002316
2039,CAP,1727.0293060966012
2040,CAP,1763.6185115616142
2041,CAP,2340.694142508618
2042,CAP,2328.237763954159
2043,CAP,2354.4218224324477
2044,CAP,2312.597226072279
2045,CAP,2506.603008679661
2046,CAP,2526.558383151401
2047,CAP,2570.46200633051
2048,CAP,2688.6078532578476
2049,CAP,3007.9833376639845
2050,CAP,3135.3221510959306
2051,CAP,2918.533591709782
2052,CAP,2086.6006328403223
2053,CAP,2058.5276822375517
2054,CAP,2539.8901059189116
2055,CAP,3165.655849300955
2026,CAP,2866.6657989656683
2025,CAP,9406.513414422054
2027,CAP,427.89375398403513
2021,CAP,1942.9663313632814
2023,CAP,408.02242725054117
2022,CAP,1720.9257560755877
2024,CAP,1048.9676517227908
2028,CAP,162.89653289041223
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9711830937879
2024,FIX,557.8181661282443
2025,FIX,774.0351531354272
2026,FIX,835.2599684154152
2027,FIX,840.7138268205508
2028,FIX,839.1898871809542
2029,FIX,886.6096200982714
2030,FIX,932.6416287078744
2031,FIX,988.2590062153155
2032,FIX,1033.7809374651044
2033,FIX,1054.0002501404826
2034,FIX,1069.3325370319126
2035,FIX,1078.2533550373723
2036,FIX,1097.6894908728368
2037,FIX,1117.1126809303232
2038,FIX,1140.546029080593
2039,FIX,1164.6212945250033
2040,FIX,1189.5142363922075
2041,FIX,1232.9185770872273
2042,FIX,1276.726760931939
2043,FIX,1320.4818059613176
2044,FIX,1363.2046725790988
2045,FIX,1406.7887032845115
2046,FIX,1338.2989705348427
2047,FIX,1386.2693670178164
2048,FIX,1438.260391143287
2049,FIX,1497.4006766777848
2050,FIX,1555.6450597015134
2051,FIX,1617.5228664671956
2052,FIX,1657.21475992139
2053,FIX,1696.917379189773
2054,FIX,1736.640818186332
2055,FIX,1595.8198190222663
