YEAR,CostType,VALUE
2029,CAP,3035.2413785865056
2030,CAP,3373.709087007431
2031,CAP,3751.7199836422083
2032,CAP,3119.3616186369395
2033,CAP,1482.3684753695084
2034,CAP,1188.3280676128957
2035,CAP,628.2861958453684
2036,CAP,1400.771449683894
2037,CAP,1421.2311158394295
2038,CAP,1678.2073876332256
2039,CAP,1733.2884277002688
2040,CAP,1763.125794929798
2041,CAP,2334.8171131041336
2042,CAP,2323.744187722413
2043,CAP,2357.3006606261642
2044,CAP,2310.498433316686
2045,CAP,2503.908513373556
2046,CAP,2514.07972803224
2047,CAP,2581.6579046474894
2048,CAP,2693.502811160997
2049,CAP,3005.9946817345017
2050,CAP,3210.0284819344606
2051,CAP,2958.683197967901
2052,CAP,2151.611661911772
2053,CAP,2044.4634977320384
2054,CAP,2470.113902425524
2055,CAP,3150.517201354103
2024,CAP,1048.571488695504
2025,CAP,4540.053344569169
2021,CAP,1942.9663313632814
2023,CAP,407.55463387786233
2022,CAP,1720.9257560755877
2026,CAP,1263.964995070825
2028,CAP,185.87434083747343
2027,CAP,288.12821403997515
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9618272263343
2024,FIX,557.8018176798421
2025,FIX,644.0034332205569
2026,FIX,661.9220361618601
2027,FIX,662.7605259904362
2028,FIX,662.0371613283068
2029,FIX,708.1037018071881
2030,FIX,754.6022106947765
2031,FIX,810.2124857619247
2032,FIX,856.0081734945402
2033,FIX,876.2880350301871
2034,FIX,891.9312626589751
2035,FIX,899.3459708004243
2036,FIX,918.9427579443469
2037,FIX,938.9507326669866
2038,FIX,962.8666812786048
2039,FIX,987.3530689079631
2040,FIX,1012.5220458887171
2041,FIX,1056.0947177440714
2042,FIX,1100.0989148914236
2043,FIX,1144.2260623697366
2044,FIX,1187.1928496916055
2045,FIX,1231.0088904023162
2046,FIX,1162.501841460513
2047,FIX,1211.0287937430037
2048,FIX,1263.4143576265155
2049,FIX,1322.800768969302
2050,FIX,1381.7002695558208
2051,FIX,1443.4390004004701
2052,FIX,1483.090984287772
2053,FIX,1522.7502773631265
2054,FIX,1562.4265158383935
2055,FIX,1546.5887890027514
