YEAR,CostType,VALUE
2030,CAP,3373.107486369225
2031,CAP,3761.5797969632263
2032,CAP,3121.3893952094313
2033,CAP,1610.317287843801
2034,CAP,1185.1837472651255
2035,CAP,784.8637723026865
2036,CAP,1398.4953709209944
2037,CAP,1407.4835920480512
2038,CAP,1669.9531985370022
2039,CAP,1727.018728201045
2040,CAP,1770.0115989429598
2041,CAP,2342.429188493903
2042,CAP,2332.5133755575243
2043,CAP,2354.92124088968
2044,CAP,2312.470643109712
2045,CAP,2507.2023911066594
2046,CAP,2557.906317825988
2047,CAP,2569.7385006513773
2048,CAP,2654.2241589189352
2049,CAP,3006.70470162567
2050,CAP,3118.0736434699534
2051,CAP,2906.6372031756055
2052,CAP,2086.168984223941
2053,CAP,2036.0442656448208
2054,CAP,2493.416004826967
2055,CAP,3176.211534288932
2026,CAP,2849.2625847368736
2025,CAP,9365.248903610962
2027,CAP,423.4989768436398
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2024,CAP,1048.593604791247
2029,CAP,3105.8027071201323
2028,CAP,92.85926188681704
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7961977953239
2025,FIX,773.3547871191673
2026,FIX,834.3578709525418
2027,FIX,839.7648508957166
2028,FIX,837.1443172930544
2029,FIX,883.9573013739591
2030,FIX,930.1120311732333
2031,FIX,985.6742811173597
2032,FIX,1031.2244001406898
2033,FIX,1053.2266013492788
2034,FIX,1068.5412926766953
2035,FIX,1078.1045415566891
2036,FIX,1097.3698888287315
2037,FIX,1116.8169149148737
2038,FIX,1140.2817976392787
2039,FIX,1164.3568475751863
2040,FIX,1189.3776818831495
2041,FIX,1232.8167272523076
2042,FIX,1276.7104253645282
2043,FIX,1320.4754549470572
2044,FIX,1363.1957859986853
2045,FIX,1406.7917998481378
2046,FIX,1339.0754629847443
2047,FIX,1387.019725624953
2048,FIX,1438.170398645087
2049,FIX,1497.2851103165642
2050,FIX,1555.5821411972108
2051,FIX,1617.4680271780092
2052,FIX,1657.1540383142976
2053,FIX,1696.8691992549138
2054,FIX,1736.6077773389213
2055,FIX,1595.9978855718489
