YEAR,CostType,VALUE
2029,CAP,3325.389468130088
2030,CAP,3376.264310436771
2031,CAP,3763.9579450222577
2032,CAP,3123.1518051014455
2033,CAP,1445.5339565621964
2034,CAP,1187.7589770440636
2035,CAP,634.4510354944479
2036,CAP,1406.1894309339186
2037,CAP,1405.9312525576208
2038,CAP,1681.222531475888
2039,CAP,1733.6780276914235
2040,CAP,1762.1149383269033
2041,CAP,2340.2239234794306
2042,CAP,2330.391011950139
2043,CAP,2358.7840668803296
2044,CAP,2312.052120232073
2045,CAP,2505.2582338414522
2046,CAP,2507.1932856596704
2047,CAP,2564.284719426233
2048,CAP,2613.9843876858768
2049,CAP,3005.224357299395
2050,CAP,3183.8356883134984
2051,CAP,2898.8066142386824
2052,CAP,2192.1401266691532
2053,CAP,2044.383733038515
2054,CAP,2617.6629004710253
2055,CAP,3751.6184091139085
2024,CAP,1048.0861272281247
2025,CAP,6791.167151271373
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2026,CAP,1170.6731163329698
2028,CAP,113.2496815186544
2027,CAP,212.2751715064611
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7869789236585
2025,FIX,704.1740541909477
2026,FIX,720.5511901952756
2027,FIX,720.1720469440353
2028,FIX,718.1668411519336
2029,FIX,768.6525444266483
2030,FIX,814.9945508450551
2031,FIX,870.7514835645545
2032,FIX,916.487911837837
2033,FIX,936.097802875125
2034,FIX,951.6351826283219
2035,FIX,959.049055645002
2036,FIX,978.6589399088691
2037,FIX,998.2655201307994
2038,FIX,1022.1464673492927
2039,FIX,1046.5453427084967
2040,FIX,1071.5987788623343
2041,FIX,1115.1843095421636
2042,FIX,1159.2261583891343
2043,FIX,1203.2781514757107
2044,FIX,1246.1807157787432
2045,FIX,1289.928440186698
2046,FIX,1221.1883525198991
2047,FIX,1269.20781047339
2048,FIX,1319.5891697759228
2049,FIX,1378.8968442706985
2050,FIX,1437.7502961211344
2051,FIX,1499.4795212857491
2052,FIX,1541.2569094068178
2053,FIX,1580.9160560688415
2054,FIX,1620.5960375287457
2055,FIX,1562.924105921267
