YEAR,CostType,VALUE
2029,CAP,3305.329426449067
2030,CAP,3376.1654230621584
2031,CAP,3759.4152749237705
2032,CAP,3124.6811887242134
2033,CAP,1463.9276341970756
2034,CAP,1187.6967851581228
2035,CAP,655.2874068542292
2036,CAP,1404.5415944297313
2037,CAP,1408.6631108901074
2038,CAP,1677.5388936754428
2039,CAP,1728.9633279949383
2040,CAP,1756.5802770488651
2041,CAP,2339.181207696908
2042,CAP,2329.2839978155407
2043,CAP,2358.385616109164
2044,CAP,2309.602923758154
2045,CAP,2503.2157700275857
2046,CAP,2505.5489173040614
2047,CAP,2568.359821939352
2048,CAP,2573.6334489742676
2049,CAP,3005.367639844304
2050,CAP,3190.054595203257
2051,CAP,2898.0100295438006
2052,CAP,2211.221499134991
2053,CAP,2039.440154214147
2054,CAP,2605.878778968033
2055,CAP,3749.9921617372497
2024,CAP,1047.339092345206
2025,CAP,6807.39791930291
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2026,CAP,1165.6646671274923
2028,CAP,103.3975208418508
2027,CAP,188.36294877478903
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7720382260001
2025,FIX,704.4201768746077
2026,FIX,720.6877176676838
2027,FIX,719.940548053745
2028,FIX,717.7928743934834
2029,FIX,767.9912039383047
2030,FIX,814.3626004382071
2031,FIX,870.0339614782251
2032,FIX,915.8058113689547
2033,FIX,935.705356886079
2034,FIX,951.2440955227487
2035,FIX,958.9851829459757
2036,FIX,978.5620994355729
2037,FIX,998.223341082129
2038,FIX,1022.0306163294819
2039,FIX,1046.3351976947558
2040,FIX,1071.2779357758166
2041,FIX,1114.8426104689859
2042,FIX,1158.8623190332646
2043,FIX,1202.9063431044178
2044,FIX,1245.7599234779716
2045,FIX,1289.4667986096495
2046,FIX,1220.6938130728915
2047,FIX,1268.8170331603317
2048,FIX,1318.2282235170362
2049,FIX,1377.5502813922694
2050,FIX,1436.3879317159772
2051,FIX,1498.1012328989848
2052,FIX,1540.6889048357357
2053,FIX,1580.3636283469432
2054,FIX,1620.0563283529339
2055,FIX,1562.3518932598365
