YEAR,CostType,VALUE
2029,CAP,2963.5175506088644
2030,CAP,3376.5001524759728
2031,CAP,3752.2957446876735
2032,CAP,3127.6088262033354
2033,CAP,1376.2855750066924
2034,CAP,1188.3801456555248
2035,CAP,773.030825400785
2036,CAP,1404.0690264145137
2037,CAP,1410.2526383096022
2038,CAP,1678.7414636010408
2039,CAP,1732.0639592354482
2040,CAP,1764.4128520690892
2041,CAP,2339.8718593158364
2042,CAP,2328.93353433812
2043,CAP,2361.466872404694
2044,CAP,2313.9561925764283
2045,CAP,2506.963789938314
2046,CAP,2515.3070548814762
2047,CAP,2620.68321812426
2048,CAP,2655.6738856624243
2049,CAP,3006.531661702129
2050,CAP,3267.7468809007555
2051,CAP,2963.8094891636456
2052,CAP,2087.062154842174
2053,CAP,2057.8300183847014
2054,CAP,2456.4284010548245
2055,CAP,3187.7903863148003
2024,CAP,1048.5714886955034
2025,CAP,4662.171743448445
2021,CAP,1942.9663313632814
2023,CAP,407.55463387786233
2022,CAP,1720.9257560755877
2026,CAP,1264.073296430736
2028,CAP,201.47429340071562
2027,CAP,170.90344316355672
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9618272263343
2024,FIX,557.801817679842
2025,FIX,645.9265559579956
2026,FIX,663.7706019181232
2027,FIX,662.7829225396456
2028,FIX,662.3621310350652
2029,FIX,707.2152253158217
2030,FIX,753.8116414454562
2031,FIX,809.4405491174002
2032,FIX,855.3705387320531
2033,FIX,874.0145671886643
2034,FIX,889.6771115455036
2035,FIX,899.358191088801
2036,FIX,919.0209546610135
2037,FIX,938.8093268138291
2038,FIX,962.7359239494958
2039,FIX,987.197789442635
2040,FIX,1012.3924866506369
2041,FIX,1056.066264174345
2042,FIX,1100.174262747843
2043,FIX,1144.3847391205873
2044,FIX,1187.4206843028794
2045,FIX,1231.2978304235644
2046,FIX,1162.8153279308046
2047,FIX,1212.286032413293
2048,FIX,1263.7412795955083
2049,FIX,1323.138431350433
2050,FIX,1381.9552663382333
2051,FIX,1443.7965485509583
2052,FIX,1483.6214329214315
2053,FIX,1523.6349485384183
2054,FIX,1563.4019744356372
2055,FIX,1548.309726005927
