YEAR,CostType,VALUE
2030,CAP,3376.086364273308
2031,CAP,3750.5172066832743
2032,CAP,3126.975363283842
2033,CAP,1612.4937017834436
2034,CAP,1187.1167147508302
2035,CAP,788.8477707579237
2036,CAP,1399.591475881989
2037,CAP,1403.3787911755392
2038,CAP,1674.387207018441
2039,CAP,1731.767238554685
2040,CAP,1753.1195728620073
2041,CAP,2339.0032137348207
2042,CAP,2331.4477544047268
2043,CAP,2355.048224052034
2044,CAP,2310.174370897942
2045,CAP,2523.720769438215
2046,CAP,2571.205140676723
2047,CAP,2572.069608073673
2048,CAP,2632.89489485713
2049,CAP,3009.176931120307
2050,CAP,3140.0165988658778
2051,CAP,2908.3271691705877
2052,CAP,2054.835953059122
2053,CAP,2045.617702612081
2054,CAP,2505.795614382676
2055,CAP,3198.0186675247287
2026,CAP,2851.066408230137
2025,CAP,9395.31793555082
2027,CAP,371.99630654505575
2021,CAP,1942.9663313632814
2023,CAP,407.2980575360636
2022,CAP,1720.9257560755877
2024,CAP,1047.1904292714314
2029,CAP,3129.611421618621
2028,CAP,105.74847424354316
2021,FIX,509.0391180272657
2022,FIX,537.4278995487775
2023,FIX,541.9566956994983
2024,FIX,557.7681342849277
2025,FIX,773.7991314311504
2026,FIX,834.8192440640795
2027,FIX,839.4475614023262
2028,FIX,837.0423647284251
2029,FIX,884.2659802338719
2030,FIX,930.4803125903861
2031,FIX,985.8212524777559
2032,FIX,1031.4831337614894
2033,FIX,1053.5288821932836
2034,FIX,1068.8822507619172
2035,FIX,1078.5252067757206
2036,FIX,1097.8124850592228
2037,FIX,1117.1773907583797
2038,FIX,1140.730996462881
2039,FIX,1164.9010618887178
2040,FIX,1189.5839459168935
2041,FIX,1232.9544485343
2042,FIX,1276.826835690896
2043,FIX,1320.5944153665773
2044,FIX,1363.2688146221362
2045,FIX,1407.2642872198528
2046,FIX,1339.8416633560043
2047,FIX,1387.824494093562
2048,FIX,1438.4431617734695
2049,FIX,1497.607315162253
2050,FIX,1556.0359842389933
2051,FIX,1617.9556673925952
2052,FIX,1657.6803059366866
2053,FIX,1697.4264402774386
2054,FIX,1737.2150264169024
2055,FIX,1597.041280427359
